,"Calcium, Ca","Carbohydrate, by difference",Energy,"Fiber, total dietary","Folate, DFE","Iron, Fe","Magnesium, Mg",Niacin,"Phosphorus, P","Potassium, K",Protein,Riboflavin,Thiamin,"Vitamin A, RAE",Vitamin B-12,Vitamin B-6,"Vitamin C, total ascorbic acid",Vitamin E (alpha-tocopherol),Vitamin K (phylloquinone),"Zinc, Zn"
"(2010, 10046, 1)",-222.28571428571377,-3949.6857142857143,-66514.91428571427,-217.62285714285713,-687.9428571428571,-70.13657142857143,-2885.142857142857,-103.48182857142857,-13779.085714285713,-60591.65714285715,-767.2137142857143,-3.0861142857142854,-5.028857142857143,496.0,-74.46514285714287,-25.77725714285714,-1184.297142857143,-129.8914285714286,-530.4514285714288,-48.87485714285715
"(2010, 10049, 1)",-1551.2571428571428,-1672.4022857142854,-36888.74285714285,-82.32,-561.1999999999998,-41.64514285714286,-1543.942857142857,-45.67525714285715,-5458.628571428572,-22182.45714285714,-301.0828571428572,-1.9118285714285712,-3.5302857142857134,-262.2857142857142,-24.308,-9.483657142857142,-474.2742857142857,-139.33028571428568,-337.8057142857143,-22.67885714285714
"(2010, 10050, 1)",-2663.5428571428574,-1969.971428571429,-40419.6,-150.2857142857143,-641.9428571428571,-50.82228571428573,-1822.9714285714285,-48.893428571428565,-5538.628571428572,-22321.828571428567,-336.06571428571425,-2.0198285714285715,-4.296285714285714,-58.28571428571422,-24.07485714285714,-8.722285714285713,-714.3142857142857,-141.44285714285715,-534.2571428571428,-26.972
"(2010, 10051, 1)",-1310.571428571429,-1945.1251428571427,-44026.228571428575,-58.29142857142857,-135.82857142857142,-57.180571428571426,-1604.3428571428572,-59.36702857142856,-7254.857142857141,-19625.371428571427,-406.15085714285703,-1.4935428571428573,-3.0465142857142857,1315.3714285714286,-27.827428571428566,-9.96142857142857,-659.36,-122.57085714285714,97.13142857142859,-45.57942857142858
"(2010, 10052, 1)",-10772.742857142857,-4332.162857142857,-68900.45714285715,-460.1714285714286,-347.3142857142857,-204.7954285714286,-6393.942857142858,-65.39497142857142,-16010.057142857146,-68758.8,-920.3702857142857,-3.686571428571429,-5.522571428571428,857.3714285714286,-11.534285714285714,-18.121371428571425,-665.48,-122.27314285714283,-1637.2685714285712,-92.96457142857143
"(2010, 10055, 1)",-4286.914285714283,-6591.386857142856,-85511.77142857143,-325.7199999999999,-1183.8285714285716,-150.51428571428576,-6074.914285714285,-111.7437142857143,-22971.257142857135,-94701.99999999999,-1275.389142857143,-3.0686857142857136,-6.267714285714286,548.4571428571426,-62.941714285714276,-28.051199999999998,-1330.6742857142858,-173.2788571428572,-740.1714285714286,-121.94799999999998
"(2010, 10057, 1)",-5302.571428571428,-1973.1039999999998,-43539.71428571429,-151.09714285714284,-542.3999999999999,-73.12514285714286,-2495.7142857142853,-78.89274285714288,-11291.77142857143,-35747.31428571429,-737.2125714285714,-2.6405142857142856,-4.566914285714286,357.42857142857156,-71.64285714285715,-13.885714285714283,-456.2514285714286,-140.58514285714287,-527.5485714285714,-42.82685714285716
"(2010, 10073, 1)",-4362.742857142857,-1905.9051428571427,-42902.05714285714,-129.58285714285714,-126.57142857142856,-29.028571428571432,-805.0857142857144,-26.831257142857147,-2622.8571428571427,-19530.0,-216.4714285714286,-1.4138857142857137,-3.1311428571428572,253.71428571428572,-8.001142857142858,-6.859314285714285,-248.40571428571434,-67.25828571428572,-364.0457142857142,-9.594285714285714
"(2010, 10075, 1)",-3200.057142857143,-821.4954285714285,-16223.028571428571,-139.7485714285714,-125.48571428571427,-70.76514285714285,-1576.9714285714285,-36.54137142857142,-4990.342857142856,-11021.599999999997,-284.9582857142857,-1.7758285714285709,-3.2599428571428564,142.8571428571429,-17.365714285714287,-3.566571428571428,-112.00571428571428,-0.038857142857143145,-838.262857142857,-18.97085714285714
"(2010, 10081, 1)",-1239.1428571428578,-606.3645714285714,-26653.77142857143,-75.01714285714283,-215.88571428571436,-39.76914285714285,-1649.6571428571428,-35.9466857142857,-7179.714285714285,-21653.714285714283,-397.7062857142857,-0.7610857142857139,-2.245542857142857,201.8857142857143,-43.25142857142857,-7.671999999999999,-257.5885714285714,-73.896,-112.10857142857142,-23.385714285714286
"(2010, 10083, 1)",-4190.971428571427,-1992.4474285714286,-44010.62857142858,-71.04,45.02857142857147,-59.87885714285714,-2337.2,-56.653999999999996,-5970.971428571428,-20047.199999999997,-424.75828571428565,-2.2868571428571425,-3.960971428571429,814.1714285714286,-16.68342857142857,-7.77337142857143,-666.4514285714284,-79.34514285714285,60.41142857142859,-41.04171428571428
"(2010, 10087, 1)",-810.6285714285714,-1480.8502857142857,-33255.25714285715,-83.50285714285712,-447.25714285714275,-31.721714285714285,-1391.257142857143,-22.48874285714286,-4001.085714285715,-19549.314285714285,-208.2302857142857,-1.0927999999999995,-2.297885714285714,-279.5428571428571,-11.973142857142857,-7.324514285714285,-441.8514285714285,-133.08342857142856,-370.65714285714284,-20.529714285714284
"(2010, 10093, 1)",-1708.1142857142859,-1927.346857142857,-37741.65714285715,-77.71428571428571,-390.1714285714286,-42.59028571428571,-1297.4285714285716,-44.91199999999999,-5299.2,-19103.82857142857,-315.83314285714283,-1.4811428571428567,-3.3751999999999986,126.51428571428573,-26.11314285714286,-7.363599999999999,-350.51428571428573,-140.35142857142856,-154.44571428571425,-24.469714285714282
"(2010, 10095, 1)",-4982.342857142856,-2616.296,-58480.57142857142,-235.49714285714285,-1184.1714285714284,-109.51942857142858,-3774.628571428571,-67.77948571428571,-11471.657142857144,-51395.54285714286,-545.5297142857145,-5.255657142857142,-7.559942857142856,-1413.8857142857146,-2.657142857142857,-16.754571428571428,-1025.2685714285712,-74.49771428571428,-649.4514285714284,-82.53142857142858
"(2010, 10098, 1)",-4556.514285714286,-873.8582857142857,-17810.0,-124.00571428571428,-304.6857142857143,-123.0502857142857,-4926.342857142858,-8.139885714285715,-12873.542857142857,-46413.94285714286,-570.1737142857143,-1.1891999999999998,-0.8636571428571427,-876.8,-1.6,-6.271885714285713,-490.9542857142857,-54.453714285714284,-819.6571428571428,-76.55085714285714
"(2010, 10099, 1)",-52.17142857142858,-1009.4159999999999,-27580.914285714283,-56.07999999999999,-37.82857142857142,-21.851999999999997,-843.0285714285715,-10.933142857142858,-3507.828571428571,-14358.971428571429,-174.6022857142857,0.13440000000000007,-0.9203428571428569,315.3142857142857,-10.450285714285714,-4.363428571428571,-231.02285714285716,-65.99485714285713,-19.114285714285714,-12.957142857142856
"(2010, 20002, 1)",-5486.485714285716,-4411.161714285715,-76681.14285714286,-497.82571428571424,-1230.7142857142858,-124.37857142857143,-2848.4000000000005,-119.07788571428574,-7035.628571428573,-41002.571428571435,-561.6782857142858,-7.647171428571431,-9.393257142857141,-39236.8,-28.494285714285716,-24.846457142857144,-1212.977142857143,-139.4217142857143,-816.765714285714,-37.05857142857141
"(2010, 20019, 1)",-1186.5714285714284,-939.7542857142857,-40027.14285714286,-192.45714285714286,-1871.4285714285716,-96.77428571428571,-3860.5714285714294,-366.0077142857143,-9931.142857142859,-17758.285714285714,-838.1857142857142,-5.676285714285714,-6.015142857142856,730.0,-63.754285714285714,-19.68257142857143,-284.6857142857143,-116.75714285714287,-97.22857142857146,-57.10857142857142
"(2010, 20022, 1)",-3425.4285714285716,-2777.8371428571427,-102237.08571428571,-325.8571428571428,-995.4285714285711,-144.93600000000006,-3444.3428571428576,-174.93,-8800.285714285714,-28546.857142857138,-705.2542857142855,-7.00942857142857,-10.403142857142853,-2377.142857142857,-30.75142857142857,-17.750285714285717,-1106.6571428571428,-106.93657142857143,-572.9828571428571,-89.16914285714289
"(2010, 20039, 1)",-2621.142857142857,-1435.9942857142858,-67698.57142857143,-142.79999999999995,-50.85714285714283,-50.63714285714286,-737.8857142857141,-61.89257142857144,-2551.4285714285716,-6133.142857142857,-217.49714285714288,-2.453714285714285,-4.965142857142857,-5927.428571428571,-15.999999999999998,-5.438857142857143,-65.19999999999999,-30.559999999999995,-333.3714285714285,-15.291428571428572
"(2010, 20041, 1)",-3122.857142857142,-2203.5714285714284,-46090.05714285714,-206.57142857142856,-1269.7142857142858,-114.22257142857143,-4954.285714285715,-400.4165714285715,-16958.285714285714,-34417.71428571429,-1170.9199999999996,-6.950285714285714,-7.128,1797.142857142857,-72.51428571428572,-21.915999999999997,-204.80000000000007,-89.01628571428571,202.36857142857144,-143.15800000000002
"(2010, 20057, 1)",45.77142857142826,-584.7428571428571,-25626.514285714286,-58.45714285714287,230.34285714285716,-34.1737142857143,-302.8000000000002,-27.62314285714286,-722.0,-1531.8857142857141,-137.17600000000004,-0.3844000000000003,0.035942857142857054,1106.4,-18.174285714285716,-3.6592000000000002,-48.14285714285717,-46.85085714285715,-536.5371428571428,-33.02342857142858
"(2010, 20063, 1)",6330.857142857143,-7892.714285714286,-301462.79999999993,85.94285714285712,1900.857142857143,-4.674857142857135,-1800.3428571428567,-195.34742857142857,-10481.142857142855,17806.285714285714,-1081.8285714285714,-1.9497142857142844,-2.102285714285715,5153.142857142857,-49.32857142857143,-31.398857142857146,322.54285714285714,-943.0765714285712,316.6857142857143,-142.46857142857144
"(2010, 20071, 1)",11761.571428571426,-20322.167142857146,-377238.0,-2049.071428571429,1559.0,-200.9528571428571,-3019.7714285714283,-166.13042857142852,-9456.857142857145,-22345.85714285716,-2351.192857142856,0.9017142857142808,-13.318571428571431,-5411.857142857145,-30.35714285714287,-56.16271428571429,-1490.4857142857145,-560.9714285714286,361.75714285714275,-136.05571428571426
"(2010, 20076, 1)",-1760.5714285714294,-4914.357142857144,-112954.97142857143,-979.6800000000001,1141.2571428571428,-223.7731428571429,-6016.342857142858,-76.14622857142854,-19281.31428571429,-59109.54285714285,-1791.1914285714288,0.20622857142857232,-0.0006857142857157328,3860.171428571429,-35.209142857142844,-16.09605714285714,-281.0857142857144,-283.1982857142857,79.44571428571425,-131.89885714285714
"(2010, 20077, 1)",-1740.4571428571417,-11593.05542857143,-336796.45714285714,-809.6571428571428,-5560.171428571426,-262.07314285714295,-14823.82857142857,-1217.491714285714,-40025.54285714286,-77225.54285714286,-3157.0114285714285,-21.11257142857143,-23.09657142857143,6467.142857142857,-112.604,-87.51571428571428,-1464.7428571428572,-636.5428571428571,-437.39999999999986,-491.86914285714283
"(2010, 20078, 1)",-6319.4285714285725,-5128.188571428571,-114204.57142857142,-502.2285714285715,-1569.7142857142858,-217.53142857142856,-5830.971428571429,-321.5931428571428,-20575.428571428572,-80801.14285714287,-1311.3885714285716,-16.33914285714286,-16.332571428571427,-9569.142857142857,-73.23428571428572,-45.013714285714286,-1476.0285714285715,-81.11714285714288,-343.1714285714286,-157.08857142857138
"(2010, 20079, 1)",-3654.5485714285714,-1473.3226285714286,-46201.42857142857,-149.912,-714.8571428571429,-82.14571428571429,-3601.714285714286,-150.40571428571428,-9512.857142857143,-19853.451428571425,-567.7259428571427,-2.4748571428571426,-2.9745714285714286,510.85714285714283,-2.514285714285714,-7.719428571428573,-1.3142857142857167,-100.25714285714284,-192.1428571428571,-77.88571428571429
"(2010, 20084, 1)",-2147.4057142857146,-10643.791200000001,-92178.0,-2068.4548571428577,-1612.8571428571427,-223.20000000000002,-3762.857142857143,-285.93371428571425,-8873.142857142857,-22858.02285714286,-1958.9659428571426,-4.499714285714286,-6.831142857142857,1084.0,-1.3428571428571425,-16.401714285714284,-262.7714285714286,-133.87428571428575,-158.88571428571424,-73.51714285714284
"(2010, 20090, 1)",-4526.434285714284,-4064.6747428571416,-83574.74285714285,-263.60228571428564,-109.30285714285719,-130.92297142857146,-2259.828571428571,-204.42966857142852,-15410.560000000001,-38839.44000000001,-1255.8525714285715,-8.012422857142857,-10.316868571428573,-6167.714285714286,-153.32857142857145,-22.084799999999994,-724.8502857142857,-66.2728,-38.027428571428516,-85.18022857142859
"(2010, 20098, 1)",4690.285714285715,-3438.6285714285714,-244213.14285714287,-6.542857142857173,815.7142857142856,-1.3485714285714323,-512.0285714285715,-115.45285714285714,-4554.857142857143,-4055.142857142855,-548.02,-0.362857142857143,-1.1151428571428568,2705.714285714286,-75.99999999999999,-16.78657142857143,-250.57142857142867,-1171.417142857143,28.171428571428578,-27.454285714285717
"(2010, 20099, 1)",899.4285714285716,-2159.6114285714284,-55671.142857142855,-153.1428571428571,-334.2857142857142,-11.151428571428575,-419.7142857142858,-69.16457142857142,-2592.0,-25116.571428571428,-258.06857142857143,-0.8457142857142861,-4.6491428571428575,1628.5714285714284,-35.879999999999995,-14.394285714285713,-1294.8857142857146,-58.59428571428572,84.4,-1.8171428571428585
"(2010, 20109, 1)",-2762.2857142857147,-714.6200000000001,-19483.714285714286,-32.85714285714286,515.4285714285714,-22.548571428571442,-116.28571428571422,-35.24199999999999,-1278.571428571428,-954.2857142857138,-236.85428571428582,-0.6608571428571426,-0.37342857142857167,1514.2857142857142,-19.651428571428568,-2.726571428571429,61.25714285714284,29.16857142857143,-253.74285714285702,-34.03714285714287
"(2010, 20112, 1)",-511326.28571428574,-73178.16857142857,-1203632.142857143,-29036.85714285715,-19328.85714285714,-11219.898571428574,-200304.57142857142,-1354.8271428571431,-194424.28571428574,-1554534.8571428573,-12546.305714285716,-205.32600000000002,-124.11742857142858,-29416.57142857143,4.8,-333.2114285714286,-256.2285714285714,-1188.8971428571429,-186910.9714285714,-1446.6714285714286
"(2010, 20117, 1)",894.2857142857138,-22137.542857142857,-424818.5714285715,-2007.771428571429,-5411.428571428572,-912.5857142857143,-45077.14285714286,-1032.9428571428573,-79900.0,-81840.0,-3167.0857142857144,-28.540000000000003,-90.60285714285716,2777.1428571428573,-3.8857142857142843,-120.0457142857143,255.0,-147.57142857142858,260.2857142857143,-496.6857142857143
"(2010, 30003, 1)",-2399.999999999999,-2752.12,-22320.0,-82.54285714285713,133.14285714285722,-107.03714285714287,-2451.714285714286,-31.015428571428572,-8339.142857142857,-27596.0,-466.81142857142856,-0.45599999999999996,-1.0959999999999996,1654.857142857143,-13.2,-8.284571428571427,-229.3142857142857,-66.37142857142857,200.9142857142857,-58.274285714285725
"(2010, 30006, 1)",-12928.714285714286,-47229.44714285714,-388310.0,-1737.242857142857,-8962.714285714286,-406.1842857142857,-14424.142857142859,-289.1618571428572,-48162.28571428571,-362785.5714285715,-3107.024285714286,-16.81942857142857,-46.34171428571428,-1302.4285714285716,-109.94285714285715,-117.06699999999998,-9733.971428571429,-373.2857142857143,-1175.2428571428572,-226.26999999999998
"(2010, 30010, 1)",-9298.857142857145,-10115.062857142859,-153229.1428571429,-586.7428571428572,-1767.4285714285716,-261.5600000000002,-8268.000000000002,-298.6862857142857,-31993.142857142862,-139348.57142857142,-2463.3485714285716,-17.998285714285714,-12.254285714285713,874.8571428571431,-70.78857142857143,-57.341714285714275,-3774.3142857142857,-221.6857142857143,-1395.3714285714286,-258.9485714285713
"(2010, 30012, 1)",-1285.1428571428587,-7529.414285714285,-128752.0,-551.4285714285714,-666.0,-121.65714285714284,-5925.714285714286,-35.7897142857143,-18770.000000000004,-121330.57142857142,-795.0914285714287,2.193714285714284,-11.19542857142857,5456.0,0.7142857142857153,-40.19,-2422.3428571428576,-31.43142857142857,165.02857142857147,-78.07714285714286
"(2010, 30018, 1)",-3080.0,-3888.5314285714285,-59597.14285714286,-156.42857142857142,-212.8571428571429,-97.17714285714285,-2664.6857142857143,-67.70342857142859,-10877.714285714284,-37244.28571428571,-651.0028571428571,-3.211428571428571,-5.174,1300.0,-24.937142857142856,-10.960571428571429,-1066.4857142857143,-78.72857142857143,83.2,-82.1542857142857
"(2010, 30020, 1)",-776.2285714285717,-6710.438857142857,-75717.25714285714,-153.14285714285714,887.4285714285713,-89.75999999999999,-2600.971428571429,6.072000000000003,-9910.57142857143,-37390.28571428571,-528.2702857142856,2.4485714285714293,-2.267999999999999,4577.142857142857,3.748571428571429,-10.213714285714282,-1339.942857142857,-23.43428571428572,439.0,-42.22285714285714
"(2010, 30022, 1)",-1921.7142857142853,-5851.182857142857,-138122.85714285716,-791.8285714285713,-3746.857142857143,-139.8857142857143,-5244.285714285715,-211.96914285714286,-20280.85714285714,-177977.71428571426,-1057.1885714285715,-11.110857142857144,-23.41428571428571,1153.142857142857,-91.28571428571428,-70.51999999999998,-3378.2857142857147,-130.6457142857143,-174.28571428571422,-74.1542857142857
"(2010, 30025, 1)",-1173.7142857142862,-3163.142857142857,-45891.42857142857,-55.22857142857143,791.7142857142858,-60.01142857142858,-1987.1428571428569,-0.9137142857142848,-8440.0,-16765.428571428572,-474.6600000000001,1.2914285714285718,1.3168571428571427,2123.4285714285716,-23.90857142857143,-2.700571428571429,-346.1714285714286,-58.471428571428575,234.22857142857143,-38.22285714285714
"(2010, 30026, 1)",-252.971428571429,-4948.286285714285,-44782.62857142857,12.31428571428571,626.8571428571429,-28.688571428571436,-1364.8571428571431,-28.290285714285716,-6170.571428571429,-3236.7999999999993,-434.03714285714284,0.35782857142857116,-0.3782857142857141,1918.857142857143,-16.251428571428573,-1.6334285714285715,131.31428571428572,31.67142857142857,181.14285714285714,-43.40971428571429
"(2010, 30031, 1)",-1820.2857142857147,-965.7828571428572,-39418.857142857145,-70.65714285714284,-38.0,-48.64285714285715,-911.6571428571428,-42.45542857142856,-3747.7142857142853,-14735.428571428572,-186.26571428571427,-1.872857142857142,-5.204571428571428,791.4285714285714,-0.9942857142857142,-6.088,-176.94285714285718,-82.21714285714286,42.400000000000006,-17.02
"(2010, 30047, 1)",-9928.714285714284,-13556.807142857144,-224242.85714285716,-487.07142857142856,-5336.4285714285725,-273.26714285714286,-13215.57142857143,-362.14128571428574,-43311.71428571429,-148513.0,-2527.2471428571425,-17.03028571428571,-24.019428571428577,-2304.7142857142862,-244.79999999999998,-54.007571428571424,-4383.885714285714,-391.4742857142857,-2183.0428571428574,-192.6414285714286
"(2010, 30050, 1)",-195.8571428571422,-3403.4642857142853,-57614.0,-46.32857142857142,127.57142857142844,-56.76428571428572,-2072.3714285714286,-96.91814285714284,-7694.857142857141,-13746.142857142859,-558.2671428571427,-2.824285714285715,-4.468857142857142,640.4285714285713,-39.98285714285714,-10.145285714285716,-379.74285714285713,-162.39142857142858,-643.9571428571429,-33.412857142857135
"(2010, 30053, 1)",-12675.714285714286,-30592.971428571436,-530949.1428571428,-560.0285714285715,-2912.2857142857147,-331.36857142857156,-16146.571428571431,-378.15485714285717,-55413.71428571429,-96353.71428571428,-3261.7200000000003,-12.975142857142856,-21.079428571428576,633.7142857142857,4.8,-96.03085714285716,-531.1714285714286,-14.531428571428577,-267.80000000000007,-548.58
"(2010, 30075, 1)",-2786.7142857142853,-679.9042857142856,-41988.28571428572,-87.35714285714285,241.0,-61.061428571428564,-1134.3714285714286,-94.03185714285713,-5359.999999999999,-9756.142857142855,-396.36428571428576,-2.1428571428571423,-4.421142857142856,1119.5714285714284,-34.83428571428571,-4.280428571428571,-162.48571428571432,-170.2142857142857,-46.69999999999999,-24.495714285714286
"(2010, 30083, 1)",-3914.857142857143,-16151.697142857143,-215576.85714285713,-354.88571428571424,-1492.0,-118.69714285714286,-2810.8571428571427,-102.57842857142859,-9800.142857142859,-56482.571428571435,-2277.202857142857,-4.207142857142857,-9.948000000000002,483.0,-7.392857142857144,-30.548,-950.1142857142859,-13.224285714285713,-27.828571428571422,-98.50714285714285
"(2010, 30085, 1)",-4005.4857142857136,-5882.500571428571,-73529.71428571429,-320.2742857142857,-1741.5428571428574,-119.69142857142859,-5828.5142857142855,-222.26508571428576,-14943.142857142859,-39262.74285714286,-1347.712,-6.875028571428572,-10.482514285714286,1002.2857142857142,-52.83085714285714,-18.640571428571427,-1492.0914285714287,-80.24171428571428,78.42285714285714,-68.74
"(2010, 30110, 1)",-4627.714285714287,-9371.400000000001,-83401.14285714286,-451.6857142857143,-4166.285714285715,-213.64571428571432,-10033.228571428572,-243.2114285714286,-27054.000000000004,-136263.1428571429,-1543.9685714285715,-16.23314285714286,-16.645999999999997,-7656.571428571429,-133.99999999999997,-60.312,-4230.142857142857,-227.48571428571427,-4081.885714285714,-118.6742857142857
"(2010, 30112, 1)",-9649.000000000002,-22980.407142857144,-260013.42857142858,-646.7571428571429,-8117.285714285716,-201.34714285714287,-9935.857142857145,-319.85557142857147,-23228.000000000004,-120652.42857142858,-1508.047142857143,-18.13285714285714,-29.91028571428572,142.71428571428567,-55.48571428571429,-35.21957142857143,-6160.571428571429,-61.01714285714286,-653.7,-187.80999999999997
"(2010, 30131, 1)",-275.88571428571413,-1347.6297142857143,-40886.74285714286,-41.28571428571428,8.971428571428532,-49.01314285714287,-2923.9999999999995,-148.612,-16772.399999999998,-22082.11428571429,-1062.3342857142857,-3.8560000000000008,-5.628285714285715,1988.5714285714284,-118.144,-13.730857142857143,-149.11428571428576,-72.38285714285713,151.68571428571428,-46.31485714285715
"(2010, 30132, 1)",-975.3999999999996,-5272.958571428573,-77977.48571428572,-28.36285714285711,620.2,-101.21857142857141,-6431.342857142858,-45.13922857142856,-15884.342857142856,-28383.11428571429,-1045.0357142857142,-1.1025142857142844,-0.07114285714285717,2237.4,-61.71371428571429,-10.117857142857144,-80.18285714285719,-118.82285714285717,112.35714285714289,-83.58885714285714
"(2010, 30147, 1)",-4481.971428571429,-1618.455714285714,-46428.91428571428,-41.105714285714285,-373.51428571428573,-85.51342857142856,-3585.6171428571424,-175.91065714285716,-23390.057142857146,-31680.485714285714,-1469.3734285714286,-7.306514285714284,-6.7533714285714295,308.2571428571425,-180.53371428571427,-18.1218,-80.58285714285714,-24.462857142857146,-61.38571428571424,-89.17628571428571
"(2010, 40003, 1)",-3271.142857142857,-1843.425714285714,-41458.85714285714,-139.7142857142857,-337.5428571428572,-69.40228571428571,-2212.3428571428576,-92.4620571428571,-9352.685714285713,-39332.28571428571,-759.4657142857144,-2.0743428571428564,-4.548057142857142,771.6571428571428,-64.21714285714286,-15.271828571428571,-926.5142857142857,-123.65714285714284,-353.64571428571435,-54.52685714285714
"(2010, 40004, 1)",-818.8571405257144,-2381.5057104621715,-24596.399932251425,-82.08571372342857,-488.1714254171427,-29.430285640228583,-1695.3714256914286,-41.9250284957257,-5347.999992457143,-18586.51417380571,-269.83142836159993,-2.1373142813257147,-3.6208571274971426,52.800000960000034,-21.62742857142857,-10.776857102674285,-998.8514262262856,-18.634285666285713,-552.971428256,-11.937142824228566
